platform,item_id,title,price,currency,condition,brand,size,seller,location,image_url,url,listed_at,fetched_at,search_query
ebay,v1|267606355574|0,All Saints Mens KEMBLE Suede Bomber Jacket XL Grey Biker Leather EXTRA LARGE,159.99,GBP,Pre-owned - Fair,,,zecnavda,GB,,https://www.ebay.co.uk/itm/267606355574?_skw=All+Saints+Leather+Jacket&hash=item3e4e94ee76:g:4d8AAeSwDwpo696o,,2026-03-16T23:23:18.074528+00:00,All Saints Leather Jacket
ebay,v1|257406914051|0,All Saints Mens CANE Leather Biker Jacket SMALL Bomber Moto Vintage A466,179.99,GBP,Pre-owned - Excellent,,,zecnavda,GB,,https://www.ebay.co.uk/itm/257406914051?_skw=All+Saints+Leather+Jacket&hash=item3beea5ce03:g:9HAAAOSwknhl9H2m,,2026-03-16T23:23:18.074532+00:00,All Saints Leather Jacket
ebay,v1|257406914024|0,All Saints Ladies ASTRAL TASSEL Leather Jacket UK8 EU36 US4 Black Suede Biker,229.99,GBP,Pre-owned - Excellent,,,zecnavda,GB,,https://www.ebay.co.uk/itm/257406914024?_skw=All+Saints+Leather+Jacket&hash=item3beea5cde8:g:6ykAAeSwJshpPvRl,,2026-03-16T23:23:18.074537+00:00,All Saints Leather Jacket
ebay,v1|257406248514|0,ALL SAINTS Leather Jacket Mens SMALL Blue Biker Bomber Celebrity Grail ISHIDA,99.99,GBP,Pre-owned - Fair,,,londonink,GB,,https://www.ebay.co.uk/itm/257406248514?_skw=All+Saints+Leather+Jacket&hash=item3bee9ba642:g:IncAAOSwWwNoXWok,,2026-03-16T23:23:18.074540+00:00,All Saints Leather Jacket
ebay,v1|257406914043|0,AllSaints Mens Quilted DROUGHT Leather Biker Jacket MEDIUM Moto All Saints,189.99,GBP,Pre-owned - Good,,,zecnavda,GB,,https://www.ebay.co.uk/itm/257406914043?_skw=All+Saints+Leather+Jacket&hash=item3beea5cdfb:g:5R8AAOSwCdNkGh6n,,2026-03-16T23:23:18.074544+00:00,All Saints Leather Jacket
ebay,v1|257406960968|0,"All Saints Mens GARRICK Sheepskin Jacket Black , Shearling Bomber Leather Medium",620.00,GBP,New without tags,,,joyem55,GB,,https://www.ebay.co.uk/itm/257406960968?_skw=All+Saints+Leather+Jacket&hash=item3beea68548:g:HKcAAeSwUoRptaY7,,2026-03-16T23:23:18.074548+00:00,All Saints Leather Jacket
ebay,v1|257406914049|0,All Saints Mens OSLO Suede Shirt Jacket SMALL Leather Rock Biker AllSaints B250,159.99,GBP,Pre-owned - Fair,,,zecnavda,GB,,https://www.ebay.co.uk/itm/257406914049?_skw=All+Saints+Leather+Jacket&hash=item3beea5ce01:g:LREAAOSwKa9nORYe,,2026-03-16T23:23:18.074553+00:00,All Saints Leather Jacket
ebay,v1|257406914036|0,AllSaints Mens DRURY Leather Biker Jacket SMALL Camouflage Bomber All Saints,149.99,GBP,New with tags,,,zecnavda,GB,,https://www.ebay.co.uk/itm/257406914036?_skw=All+Saints+Leather+Jacket&hash=item3beea5cdf4:g:w2UAAOSw0GdoL3bS,,2026-03-16T23:23:18.074558+00:00,All Saints Leather Jacket
ebay,v1|257406245646|0,ALL SAINTS Leather Jacket Mens MEDIUM Black Biker Bomber Celebrity Grail ABBOT,99.99,GBP,Pre-owned - Good,,,londonink,GB,,https://www.ebay.co.uk/itm/257406245646?_skw=All+Saints+Leather+Jacket&hash=item3bee9b9b0e:g:8UsAAOSwNctoJu0d,,2026-03-16T23:23:18.074562+00:00,All Saints Leather Jacket
ebay,v1|267606355568|0,All Saints HALE Leather Biker Jacket Black XS Mens Allsaints Moto Bomber,149.99,GBP,Pre-owned - Good,,,zecnavda,GB,,https://www.ebay.co.uk/itm/267606355568?_skw=All+Saints+Leather+Jacket&hash=item3e4e94ee70:g:magAAeSwIBhowWkj,,2026-03-16T23:23:18.074567+00:00,All Saints Leather Jacket
